episode_run_time,first_air_date,networks,number_of_seasons,original_name,production_companies,firstStar,secondStar,thirdStar,writer,director,musician,genre1,genre2,createdBy,air_time,adaptation,year
120.0,11/3/2016,FOX,1,Umuda Kelepçe Vurulmaz,bi yapım,Begüm Birgören,Özge Özder,Mert Yazıcıoğlu,"yekta torun,duygu tankaş,hilal yıldız",cemal şan,"atakan ilgazdağ,özlem tekin",Drama,No second genre,burak sağyaşar,20,0.0,2016
120.0,2/17/2016,atv,1,Aile İşi,ntc medya,Ufuk Özkan,Pelin Akil,Hasibe Eren,"özgür evren heptürk,ferhat ergün",jale atabey,"can bonomo,can saban,ali rıza şahenk",Comedy,Drama,mehmet yiğit alp,20,0.0,2016
140.0,4/26/2016,Show TV,1,İstanbul Sokakları,gold film,Caner Cindoruk,Gizem Karaca,Rıza Kocaoğlu,"zülfük yücel,zehra yücel",adnan güler,i̇stanbul scoring team,Drama,Action & Adventure,faruk turgut,20,0.0,2016
120.0,3/18/2016,atv,1,Kehribar,süreç film,Gürkan Uygun,Necip Memili,Ayça Varlıer,"sinan tuzcu,ali aydın",yıldız hülya bilban,kıraç,Drama,Action & Adventure,ali gündoğdu,20,0.0,2016
60.0,1/6/2016 0:00,Star TV,4,Adını Sen Koy,karamel yapım,Gözde Gürkan,Merve Sevin,Cansu Pelin Özgün,başak yazı odası,fulya yavuzoğlu,korhan nart,Family,Drama,nazmiye yılmaz,17,0.0,2016
120.0,1/7/2016 0:00,FOX,2,Kördüğüm,endemol shine türkiye,İbrahim Çelikkol,Rojda Demirer,Ferit Aktuğ,"sedef bayburtluğlu, yasemin kırbaş, yiğit okan, feraye şahin, selin arapkırlı",gökçen usta,aytekin ataş,Drama,No second genre,ömer faruk sorak,20,0.0,2016
120.0,1/12/2016 0:00,Star TV,1,Gecenin Kraliçesi,o3 medya,Meryem Uzerli,Murat Yıldırım,Uğur Polat,"ozan aksungur, cüneyt aysan",taylan biraderler,aytekin ataş,Drama,Action,onur güvenatam,20,0.0,2016
120.0,11/17/2016 0:00,FOX,2,Ask yeniden,süreç film,Özge Özpirinçci,Buğra Gülsoy,Tamer Levent,"ersoy güler, eda tezcan, gülbike sonay üte, ramazan demirli",ersoy güler,batuhan fırat,Romantic,Comedy,i̇nci gündoğdu,20,0.0,2016
120.0,2/23/2016 0:00,Show TV,1,Kış Güneşi,endemol shine türkiye,Şükrü Özyıldız,Aslı Enver,Mahir Günşiray,"ayça mutlugil, alev toprakoğlu, erkan çıplak, hale çalap",murat onbul,emir ersoy,Drama,No second genre,gökhan tatarer,20,0.0,2016
120.0,2/9/2016 0:00,Kanal D,2,Hayat Şarkısı,most production,Burcu Biricik,Ecem Özkaya,Birkan Sokullu,mahinur ergun,cem karcı,"uğur akyürek, ufuk türk",Drama,No second genre,gül oğuz,20,0.0,2016
60.0,3/27/2016 0:00,Star TV,1,46 Yok Olan,nunova film,Selin Uludogan,Erdal Beşikçioğlu,Yasemin Kay Allen,ercan mehmet erdem,serdar akar,onur yüce,Mystery,Comedy,serdar akar,23.45,0.0,2016
120.0,7/15/2016 0:00,FOX,1,N'olur Ayrılalım,sinegraf,Nilay Duru,Aras Aydın,Hüseyin Gülhuy,"ayşe ferda eryılmaz, nehir erdem",yusuf omer sınav,yıldıray gürgen,Comedy,Romantic,osman sınav,20,0.0,2016
140.0,11/4/2016 0:00,atv,3,Aşk ve Mavi,ntc medya,Burcu Kıratlı,Cüneyt Mete,Ayşegül Ünsal,"gül abus semerci, yelda eroğlu",hakan arslan,alp yenier,Drama,Romantic,mehmet yiğit alp,20,0.0,2016
120.0,11/1/2016 0:00,Kanal D,2,Vatanım Sensin,o3 medya,Halit Ergenç,Bergüzar Korel,Onur Saylak,"necati şahin, nuran evren şit, nergis otluoğlu akoğlu,ali aydın, uygar şirin, melih özyılmaz, melek seven, deniz gürlek",yağmur taylan,yıldıray gürgen,Drama,War & Politics,nermin eroğu,20,0.0,2016
120.0,10/25/2016 0:00,Star TV,1,Anne,"mf pictures,med yapım",Cansu Dere,Beren Gökyıldız,Gonca Vuslateri,"deniz gürlek ,melih özyılmaz ,melek seven ,uygar şirin",merve girgin,"ercüment orkut ,cem tuncer ,nail yurtsever",Family,Drama,fatih aksoy,20,1.0,2016
150.0,10/22/2016 0:00,FOX,2,Kalbimdeki Deniz,pastel film,Özge Özberk,Kutsi,Yeşim Ceren Bozoğlu,"leyla uslu oter ,berat deniz demirbilek ,kerem bozok",hakan i̇nan,fırat yükselir,Family,Drama,efe i̇rvül,20,0.0,2016
120.0,10/16/2016 0:00,Star TV,1,Hayat Bazen Tatlıdır,süreç film,Birce Akalay,Ufuk Özkan,Kanbolat Görkem Arslan,gani müjde,hamdi alkan,jingleTV,Family,Drama,gani müjde,20,0.0,2016
90.0,10/13/2016 0:00,Show TV,1,Cesur Yürek,fark film,Ruveyda Öksüz,İsmail Hakkı Ürün,Şekip Taşpınar,"cüneyt aysan ,ozan aksungur",emre karakuşak,nevzat yılmaz,Drama,Crime,cüneyt aysan,20,0.0,2016
90.0,9/19/2016 0:00,Kanal D,1,Babam ve Ailesi,gold film,Ayça Bingöl,Ceyda Düvenci,Bulent İnal,"onur ugraš, murat jurkulak",nihat durak,"uğur akyürek, ufuk türk, çağlar haznedaroğlu",Drama,No second genre,faruk turgut,20,0.0,2016
135.0,8/28/2016 0:00,Show TV,1,Arkadaşlar İyidir,o3 medya,Aslı Melisa Uzun,İdris Nebi Taşkan,Su Kutlu,ekin atalar,zeynep günay tan,"uğur akyürek, ufuk türk, çağlar haznedaroğlu",Drama,Family,onur güvenatam,20,0.0,2016
140.0,8/26/2016 0:00,FOX,1,Bana Sevmeyi Anlat,ay yapım,Mahperi Mertoğlu,Kadir Doğulu,Seda Bakan,deniz akçay,mesude erarslan,toygar işıklı,Drama,Soap,kerem çatay,20,0.0,2016
120.0,8/20/2016 0:00,FOX,1,Rüzgarın Kalbi,filmevi yapım,Deniz Baysal,Burak Serdar Şanal,Başak Daşman,özge efendioğlu,filiz gülmez pakman,"ender gündüzlü, metin arıgül",Drama,Romantic,erol demir,20,0.0,2016
120.0,7/16/2016 0:00,Star TV,1,Yüksek Sosyete,bi yapım,Hazar Ergüçlü,Engin Öztürk,Ozan Dolunay,yazı odası,metin balekoğlu,"ender gündüzlü, metin arıgül",Comedy,Drama,feride kaytan,20,0.0,2016
120.0,7/12/2016 0:00,TRT 1,1,Hangimiz Sevmedik,bsk yapım,Altan Erkekli,Gül Onat,Can Yaman,"alphan dikmen, başak angigün",metin balekoğlu,"ender gündüzlü, metin arıgül",Drama,Comedy,çağrı bingüller,20,0.0,2016
120.0,4/29/2016 0:00,TRT 1,2,Sevda Kuşun Kanadında,sonart medya,Yavuz Bingöl,Murat Ünalmış,Müge Boz,"oktay berber, mustafa burak doğu, selma hacıosmanoğlu, alp emre",ayhan özen,"ender gündüzlü, metin arıgül",Drama,History,mesut uçakan,20,0.0,2016
120.0,6/27/2016 0:00,atv,1,Seviyor Sevmiyor,mf yapım,Gökhan Alkan,Gonca Sarıyıldız,Zeynep Tuğçe Bayat,cho sung - hee,yusuf pirhasan,kıvılcım ural,Comedy,Drama,yusuf pirhasan,20,1.0,2016
120.0,6/15/2016 0:00,Show TV,1,Aşk Laftan Anlamaz,bi yapım,Burak Deniz,Hande Erçel,Özcan Tekdemir,"makbule kosif, eda tezcan",burak sağyaşar,kıvılcım ural,Comedy,Drama,bahadır i̇nce,20,0.0,2016
140.0,6/6/2016 0:00,FOX,1,Hayat Sevince Güzel,limon film,Algı Eke,Ekin Mert Daymaz,Burak Çelik,hülya koper,eray koçak,"alpay göltekin ,zeynep alasya",Comedy,No second genre,hayri aslan,20,0.0,2016
34.0,6/1/2016 0:00,BluTV,6,Sıfır Bir,sıfır bir yapım,Cihangir Ceyhan,Savaş Satış,Burak Şahin,unknown,kadri beran taşkın,"salvatore riccardi, yıldıray gürgen",Action & Adventure,Crime,kadri beran taşkin,online,0.0,2016
120.0,5/13/2016 0:00,Kanal D,1,Hayatımın Aşkı,lucky red,Hande Doğandemir,Serkan Çayoğlu,Berk Hakman,"gökhan horzom, ekin atalar",hakan kıravaç,"salvatore riccardi, yıldıray gürgen",Comedy,No second genre,shebnem askin,20,0.0,2016
120.0,6/1/2016 0:00,Kanal D,1,Seref meselesi,d productions,Kerem Bursin,Şükrü Özyıldız,Yasemin Kay Allen,teodosio losito,altan dönmez,"salvatore riccardi, yıldıray gürgen",Drama,Romantic,elif ayşe durmaz,20,0.0,2016
120.0,12/6/2015,Kanal D,1,Hayat Mucizelere Gebe,med yapım,Damla Colbay,Hande Ataizi,Yiğit Dikmen,meryem gür,kerem altuğ,"gürkan kömürcü,targan berk türe",Romantic,Comedy,fatih aksoy,20,1.0,2015
120.0,7/2/2015,FOX,1,İnadına Aşk,sinegraf,Açelya Topaloğlu,Can Yaman,Nilay Duru,"nehir erdem,ayse ferda eryilmaz,asli gönülay",osman sınav,gökhan türkmen,Romantic,Comedy,osman sınav,20,0.0,2015
90.0,10/22/2015,atv,1,Analar ve Anneler,ay yapım,Hazal Ergüçlü,Binnur Kaya,Okan Yalabık,berkun oya,mehmet ada öztekin,toygar işıklı,Drama,Family,kerem çatay,20,0.0,2015
120.0,6/24/2015,Kanal D,1,Kalbim Ege'de Kaldı,limon film,Alper Saldıran,Oya Unustası,Serhat Özcan,gül abus semerci,ömer uğur,sezen aksu,Romantic,Comedy,hayri aslan,20,0.0,2015
120.0,3/5/2015,Star TV,1,Serçe Sarayı,"endemol türkiye,bazıfilmler",Songül Öden,Mert Fırat,Alican Yücesoy,"mustafa mutlu,arzu daştan mutlu,nuriye bilici,rodi güven yalçınkaya,şebnem çıtlak",mesude erarslan,"ali erkin çakmak,murat tükenmez",Drama,Family,"kemal kurçer,gökhan tatarer,soysal demir,hakan eren",20,0.0,2015
90.0,8/17/2015,FOX,1,Şehrin Melekleri,boyut film,Ümit İbrahim Kantarcılar,Yiğit Dikmen,Cenk Ertan,alphan dikmen,ilgaz giritlioğlu,tamer çıray,Drama,Action & Adventure,"salih karaman,murat tokat",20,0.0,2015
110.0,7/6/2015 0:00,Star TV,1,Tatlı Küçük Yalancılar,o3 medya,Bensu Soral,Büşra Develi,Beste Kökdemir,elif usman,cem karcı,sertab erener,Mystery,Drama,saner ayar,20,1.0,2015
120.0,6/19/2015 0:00,Star TV,2,Kiralik Ask,ortaks yapim,Elçin Sangu,Barış Arduç,Salih Bademci,meriç acemi,şenol sönmez,"alpay göltekin ,zeynep alasya",Comedy,No second genre,metin balekoğlu,20,0.0,2015
120.0,8/2/2015 0:00,TRT 1,2,Baba Can'dır,trt,Özgün Karaman,Tülay Bursa,Uraz Kaygılaroğlu,tayfun güneyer,yusuf pirhasan,alpay göltekin,Comedy,Drama,faruk bayhan,20,1.0,2015
120.0,1/7/2015 0:00,Kanal D,3,Poyraz Karayel,limon film,Ece Özdikici,Cem Cücenoğlu,Celil Nalçakan,ethem özışık,çağrı vila lostuvalı,alpay göltekin,Drama,Action & Adventure,hayri aslan,20,0.0,2015
120.0,2/12/2015 0:00,Show TV,3,Asla Vazgeçmem,gold film,Hakan Dinçkol,Tolgahan Sayışman,Amine Gülşe,"sırma yanık, melis civelek",nihat durak,"cem tuncer, enc müzik",Drama,Romantic,faruk turgut,20,0.0,2015
100.0,3/5/2015 0:00,TV8,2,Maral: En Güzel Hikayem,gold film,Hazal Kaya,Aras Bulut İynemli,Ceyda Düvenci,"gökhan horzum, korean derinsu, caner yalçın, hazar kozice, serpe yener",bahadır i̇nce,"cem tuncer, enc müzik",Drama,Romantic,arzu eğmir,20,0.0,2015
110.0,4/3/2015 0:00,TRT 1,1,MiLaT,miray yapım,İlhan Şeşen,Ufuk Bayraktar,Burcu Kara,"alphan dikmen, payitaht yazı grubu, başak anigün, gökmen turnalı",hakan kurşun,"engin arslan, mayki murat basaran, kalan müzik",Crime,Action & Adventure,eyüp gökhan özekin,20,0.0,2015
100.0,4/12/2015 0:00,atv,1,Mutlu Ol Yeter,ntc medya,Ali Atay,Aslı Enver,Ertan Saban,"ali demirel, barış erdoğan, volkan sümbül, yiğit özgür",kerem çakıroğlu,"baris diri,murat hasari,cem özkan",Family,Comedy,mehmet yiğit alp,15,0.0,2015
120.0,6/10/2015 0:00,Show TV,1,İlişki Durumu: Karışık,mf yapım,Seren Şirince,Berk Oktay,Pamir Pekin,banu kiremitçi bozkurt,bülent i̇şbilen,oya küçümen,Comedy,Drama,faruk bayhan,20,0.0,2015
120.0,6/18/2015 0:00,TRT 1,2,Yunus Emre: Aşkın Yolculuğu,mf yapım,Gökhan Atalay,Payidar Tüfekçioğlu,Ceyda Kasabalı,mehmet bozdağ,emre konuk,mehmet bozdağ,Drama,Historical fiction,mehmet bozdağ,20,0.0,2015
120.0,6/18/2015 0:00,Kanal D,1,Güneşin Kızları,süreç film,Evrim Alasya,Tolga Sarıtaş,Burcu Özberk,"deniz dargı, cenk boğatur, okşan tavaslıoğlu öztürk",sadullah celen,batuhan fırat,Drama,Comedy,sadullah celen,20,0.0,2015
90.0,6/21/2015 0:00,TRT 1,2,Yedi Güzel Adam,pusula film,Uraz Kaygılaroğlu,Uğur Karabulut,Orhan Kanalp,ahmet tezcan,adnan güler,engin bayrak,Drama,Family,i̇lksen fırat,20,0.0,2015
120.0,6/29/2015 0:00,atv,3,Kırgın Çiçekler,ntc medya,Hazar Motan,Aleyna Solaker,Nil Keser,"gül abus semerci, yelda eroğlu",mehmet yiğit alp,müzikopat,Drama,Family,mehmet yiğit alp,21,1.0,2015
120.0,7/16/2015 0:00,Star TV,1,Çilek Kokusu,gold film,Yusuf Çim,Leyla Uner Ermaya,Demet Özdemir,aslı zengin,filiz gülmez pakman,ayşe önder,Comedy,No second genre,faruk turgut,20,0.0,2015
127.5,9/8/2015 0:00,atv,5,Eşkıya Dünyaya Hükümdar Olmaz,gold film,Oktay Kaynarca,Deniz Çakır,Müjde Uzman,"raci şaşmaz, bahadır özdener, berna aruz",onur tan,ayşe önder,War & Politics,Crime,raci şaşmaz,21,0.0,2015
120.0,10/4/2015 0:00,atv,1,Evli ve Öfkeli,süreç film,Birce Akalay,Ebru Cündübeyoğlu,Yıldız Çağrı Atiksoy,cem görgeç,nisa akman,mustafa ceceli,Drama,Comedy,ali gündoğdu,20,0.0,2015
120.0,10/7/2015 0:00,atv,1,Eve Dönüs,yapım atölyesi,Cansel Elçin,Zeynep Özder,Dilşad Çelebi,ahmet saatçioğlu,kartal çidamlı,mustafa ceceli,Drama,No second genre,yalçın şen,20,1.0,2015
120.0,10/11/2015 0:00,Star TV,1,Hatırla Gönül,most production,Gökçe Bahadır,Engin Öztürk,Onur Saylak,"deniz yeşilgün, esra çetek yılmazer",neslihan yeşilyurt,"uğur akyürek,ufuk türk,cihangir aslan",Drama,No second genre,gül oğuz,20,0.0,2015
120.0,10/14/2015 0:00,Star TV,2,Kara Sevda,ay yapım,Burak Özçivit,Neslihan Atagül,Kaan Urgancıoğlu,"anıl eke ,özlem yılmaz ,burcu görgün",hilal saral,toygar işıklı,Drama,No second genre,kerem çatay,20,0.0,2015
130.0,11/12/2015 0:00,Star TV,2,Muhteşem Yüzyıl: Kösem,tims productions,Nurgül Yeşilçay,Farah Zeynep Abdullah,Beren Saat,"meral okay ,yılmaz şahin",taylan biraderler,"fahir atakoğlu, aytekin ataş, soner akalın",Drama,History,timur savcı,20,0.0,2015
120.0,12/20/2015 0:00,Show TV,1,Acı Aşk,tmc,Neriman Uğur,Mutlu Güney,Nazan Diper,onur ünlü,a. taner elhan,fairuz derin bulut,Drama,No second genre,timur savcı,20,0.0,2015
90.0,1/6/2015 0:00,Kanal D,1,Beş Kardeş,ay yapım,Merve Ateş,Serkan Keskin,Osman Sonant,onur ünlü,onur ünlü,toygar işıklı,Family,Comedy,onur ünlü,20,0.0,2015
110.0,2/27/2014,Kanal D,1,Boynu Bükükler,barakuda film,Sedef Avcı,Ahmet Saraçoğlu,Murat Akkoyunlu,cüneyt i̇nay,ömer uğur,"sertaç özgümüş,selim siyami sümer",Comedy,No second genre,"ahmet kayımtu,mahmut kayımtu",20,0.0,2014
100.0,2/3/2014,Show TV,1,Her Sevda Bir Veda,c yapım,Nik Xhelilaj,Elif Atakan,Devrim Evin,"gökhan horzum,murat koca",dilek keser,alpay göltekin,Romantic,Drama,"seyhan kaya,birol akbaba",20,0.0,2014
90.0,3/22/2014,FOX,1,Düşler ve Umutlar,limon film,Berkehan Tüter,Mustafa Uğurlu,Çağdaş Onur Öztürk,oya yüce,serpil kurtça,tamer çıray,Drama,Family,hayri aslan,20,0.0,2014
90.0,7/8/2014,FOX,1,Ruhumun Aynası,bando yapım,Tuba Ünsal,Filiz Ahmet,Özgürcan Çevik,zehra çelenk,bülent i̇şbilen,"mehmet andiçen ,barış aryay",Comedy,Family,"müge turalı,mehmet n. karaca",20,0.0,2014
100.0,4/26/2014,atv,2,Tatar Ramazan,tmc,Bülent İnal,Burak Yamantürk,Burcu Kara,can sinan,cevdet mercan,erol mutlu,Drama,Crime,erol avcı,22.15,1.0,2014
100.0,2/5/2014,Kanal D,1,Zeytin Tepesi,mf yapım,Aslıhan Gürbüz,Tayanç Ayaydın,Salih Bademci,"gülnaz yöş saraçoğlu,güneş saraçoğlu",barış yöş,erik satie,Drama,Romantic,fatih aksoy,20,1.0,2014
120.0,12/1/2014 0:00,Star TV,3,Paramparça,endemol shine türkiye,Ebru Özkan,Burkan Tozkoparan,Leyla Tanlar,yıldız tunç,cevdet mercan,"ayşe önder, ümit önder, mayki murat başaran",Action & Adventure,Comedy,gökhan tatarer,20,0.0,2014
120.0,12/11/2014 0:00,TRT 1,5,Diriliş: Ertuğrul,tekden film,Engin Altan Düzyatan,Nurettin Sönmez,Fahri Öztezcan,"mehmet bozdağ, atilla engin",metin günay,zeynep alasya,Action & Adventure,Drama,"mehmet bozdağ, kemal tekden",20,0.0,2014
110.0,9/3/2014,Kanal D,1,Benim Adım Gültepe,d productions,Mete Horozoğlu,Ayça Bingöl,İlker Kızmaz,vural yaşaroğlu,zeynep günay tan,uğur akyürek,Drama,History,e. ayşe durmaz,20,0.0,2014
70.0,12/14/2014,Star TV,2,Kadın İsterse,"mint production, ay yapım",Hülya Avşar,Cihan Ünal,Deniz Çakır,"yelda açıkgöz,nur özlem açıkgöz,birol güven,murat aras",bora tekay,"kalan müzik,hasan saltık",Drama,Comedy,"birol güven,kerem çatay",20,0.0,2014
110.0,8/27/2014,Show TV,2,Yılanların Öcü,koliba film,Cemal Toktaş,Hande Soral,Ahmet Varlı,"makbule kosif,eda tezcan",cemal şan,"kalan müzik,hasan saltık",Drama,No second genre,ata türkoğlu,20,1.0,2014
120.0,10/25/2014,atv,3,Kertenkele,yapım atölyesi,Timur Acar,Sera Tokdemir,Fatih Doğan,hakan kandal,kartal çidamlı,"önder samet kök,mustafa yazıcıoğlu, mustafa ceceli",Comedy,Action & Adventure,yalçın şen,20,0.0,2014
135.0,7/3/2014,FOX,2,Kocamın Ailesi,mia yapım,Seray Kaya,Gökhan Alkan,Yeliz Kuvancı,"nuray uslu,verda pars,şeyda delibaşı",kemal uzun,cem özkan,Family,Comedy,banu akdeniz,20,1.0,2014
100.0,1/28/2014,Kanal D,2,Küçük Ağa,erler film,Birce Akalay,Sarp Levendoğlu,Zafer Algöz,"ahmet yurdakul,sinan yurdakul,ozan yurdakul",erol özlevi,aysun akyüz,Family,Comedy,türker i̇nanoğlu,20,0.0,2014
100.0,12/4/2014,Show TV,1,Roman Havası,erler film,Oya Başar,Levent Ülgen,Petek Dinçöz,"fethi kantarcı, barkın şenüren, saygın delibaş ,gülşen okumuş",hakan arslan,tamer çıray,Comedy,Family,türker i̇nanoğlu,21.45,0.0,2014
120.0,12/23/2014 0:00,TRT 1,2,Filinta : Bir Osmanlı Polisiyesi,erler film,Onur Tuna,Cem Uçan,Berrak Tüzünataç,"ömer genç, altuğ küçük",osman kaya,tamer çıray,Crime,Action & Adventure,"yusuf esenkal, serdar öğretici",20,0.0,2014
100.0,10/26/2014,TRT 1,1,Şimdi Onlar Düşünsün,medyalab yapım,Şafak Sezer,Açalya Samyeli Danoğlu,Gökçe Özyol,"oktay berber,ömer pınar",süleyman seçik,cem erman,Comedy,Romantic,çağrı gedikoğlu,20,0.0,2014
120.0,2/16/2014 0:00,FOX,2,O Hayat Benim,pastel film,Ezgi Asaroğlu,Ezgi Asaroğlu,Ceren Moray Brun,"gül abus semerci, yelda eroğlu, can sinan, ali ercivan, serdar soydan, yekta torun",merve girgin,fahir atakoğlu,Drama,No second genre,"yaşar i̇rvül, efe i̇rvül",20,0.0,2014
90.0,8/31/2014 0:00,atv,1,Kalp Hırsızı,mint production,Mine Tugay,Kenan Ece,Berk Pamir,"birol güven, yaşar arak, caner güler",emre kavuk,fahir atakoğlu,Romantic,Comedy,birol güven,20,0.0,2014
90.0,1/1/2014 0:00,TRT 1,1,Hayat Ağacı,focus film,Fikret Kuşkan,Fırat Temir,Onur Saylak,volkan yazıcı,barış yöş,fahir atakoğlu,Drama,Family,nilgün sağyaşar,23,1.0,2014
120.0,1/7/2014 0:00,Kanal D,1,Cinayet,adam film,Nurgül Yeşilçay,Engin Altan Düzyatan,Uğur Polat,ercan mehmet erdem,serdar akar,frans bac,Crime,Mystery,"tarkan karlıdağ, cansu akbel",20,1.0,2014
60.0,2/13/2014 0:00,Star TV,2,Kardeş Payı,ntc medya,Ahmet Kural,Murat Cemcir,Seda Bakan,"selçuk aydemir, çağlar yurt, onay durgun, murat kaman, emrah kaman, ali i̇hsan varol",selçuk aydemir,"ahmet kural, murat cemcir, aytekin ataş",Family,Drama,mehmet yiğit alp,23,0.0,2014
120.0,3/12/2014 0:00,atv,2,Kara Para Aşk,ay yapım,Ali Yörenc,Engin Akyürek,Tuba Büyüküstün,"sema ergenekon ,eylem canpolat",ahmet katıksız,toygar işıklı,Action & Adventure,Drama,kerem çatay,20,0.0,2014
90.0,4/4/2014 0:00,Star TV,2,Kurt Seyit ve Şura,ay yapım,Kıvanç Tatlıtuğ,Farah Zeynep Abdullah,Fahriye Evcen,ece yörenç,hilal saral,toygar işıklı,Drama,History,kerem çatay,20,0.0,2014
120.0,6/24/2014 0:00,Star TV,2,Güzel Köylü,gold film,Gizem Karaca,Berk Cankat,Mehmet Ali Nuroğlu,"baykut badem, filiz ekinci, berk can doğan",mustafa şevki doğan,"mehmet andiçen ,barış aryay",Family,Romantic Comedy,faruk turgut,20,0.0,2014
105.0,7/8/2014 0:00,Kanal D,2,Güllerin Savaşı,med yapım,Damla Sönmez,Canan Ergüder,Barış Kılıç,"melis civelek, sırma yanık",emre kabakuşak,"ercüment orkut,mehmet cem tuncer,nail yurtsever",Drama,Romantic,fatih aksoy,20,0.0,2014
105.0,7/4/2014 0:00,FOX,2,Kiraz Mevsimi,süreç film,Özge Gürel,Serkan Çayoğlu,Nilperi Şahinkaya,"baykut badem ,filiz ekinci",mustafa şevki doğan,fahir atakoğlu,Comedy,No second genre,ali gündoğdu,19.3,0.0,2014
100.0,9/15/2014 0:00,Star TV,1,Reaksiyon,reaksiyon film,İbrahim Çelikkol,İsmail Demirci,Erdal Beşikçioğlu,"ozan aksungur, emre özdür",onur tan,fahir atakoğlu,Action & Adventure,Drama,ozan aksungur,20.3,0.0,2014
60.0,9/15/2014 0:00,Kanal 7,5,Elif,"fremantlemedia, green yapim",Selin Sezgin,Isabella Damla Guvenilir,Melisa Döngel,rüya i̇stanbul,fulya yavuzoğlu,"korhan nart,murat evgin",Drama,Romantic,özkan i̇pek,15,0.0,2014
93.0,10/10/2014 0:00,TRT 1,2,Yeşil Deniz,tft productions,Burak Alkaş,Ali Barkın,Mert Turak,"ali kara, i̇dris meydi, serkan birlik",yahya samancı,tuna hizmetli,Drama,Comedy,ayfer özgürel,20,0.0,2014
110.0,10/14/2014 0:00,Star TV,2,Kaderimin Yazildigi Gün,03 production,Metin Cekmez,Özcan Deniz,Hatice Şendil,"muharrem buhara, özlem atasoy, kerim ceylan, bektaş topaloğlu",ulaş i̇naç,"aytekin ataş, erdem doğan",Drama,Romantic,cengiz çağatay,20,0.0,2014
110.0,10/24/2014 0:00,atv,1,Beyaz Karanfil,fark film,Oya Unustası,Gizem Koçak,Kenan Çoban,"cüneyt aysan ,volkan sümbül",baran özçaylan,atakan ilgazdağ,Action & Adventure,Crime,bahadır özdener,20,0.0,2014
100.0,11/5/2014 0:00,FOX,1,Günahkar,mf yapım,Seçkin Özdemir,Gülcan Arslan,Hazal Filiz Küçükköse,"makbule kosif, nalan merter savaş, glsef karagöz, zafer özer çetinel",barış yöş,alp yenier,Drama,No second genre,"faruk bayhan, fatih aksoy",20,1.0,2014
100.0,12/8/2013,Show TV,1,Aşk Ekmek Hayaller,ans production,Müjde Ar,Sinan Tuzcu,Berna Laçin,unknown,abdullah oğuz,"burcu güven,aydın sarman",Drama,Romantic,abdullah oğuz,20,1.0,2013
120.0,6/26/2013,atv,1,Doksanlar,mint production,Sinem Yener Ekşioğlu,Renan Bilek,Gamze Gözalan,"birol güven,emre kavuk,sinan biçici,evrim aytaş",müfit can saçıntı,"burcu güven,aydın sarman",Comedy,History,birol güven,20,0.0,2013
90.0,1/24/2013 0:00,Show TV,1,Bebek İşi,limon film,Timur Acar,Nurgül Yeşilçay,Nevra Serezli,murat gürvardar,hayri aslan,alp yenier,Comedy,Family,hayri aslan,16,0.0,2013
90.0,7/1/2013,Star TV,1,Benim Hala Umudum Var,gold film,Gizem Karaca,Berk Oktay,Şükrü Özyıldız,deniz akçay,nisan akman,alp yenier,Romantic,Drama,faruk turgut,21,0.0,2013
90.0,1/4/2013 0:00,Kanal D,2,İntikam,"disney türkiye,in d house",Beren Saat,Yiğit Özşener,Mert Fırat,"berkun oya, nuran evren şit erdik",mesude erarslan,günay ünsal,Drama,Action & Adventure,mesude erarslan,20,1.0,2013
90.0,7/4/2013,atv,1,Aldırma Gönül,bkm,Şahin Irmak,Tülin Özen,Nadir Sarıbacak,"meriç demiray,barış erdoğan,cenk boğatur,cem görgeç",hakan algül,günay ünsal,Comedy,sit-com,necati akpınar,20,1.0,2013
100.0,4/9/2013,Show TV,1,Her Şey Yolunda,limon film,İpek Tuzcuoğlu,Bülent Alkış,Aslıhan Güner,caner güler,ömer uğur,günay ünsal,Romantic,Comedy,hayri aslan,20,0.0,2013
110.0,1/1/2013 0:00,TRT 1,3,Beni Böyle Sev,bsk yapım,Alper Saldıran,Zeynep Çamcı,Burcu Altın,"hakan haksun ,müjdan kayserli ,mert meriçli ,deniz büyükkırlı",cem tabak,günay ünsal,Family,Drama,çağrı bingüller,20,0.0,2013
120.0,8/31/2013,FOX,2,Fatih Harbiye,koliba film,Kadir Doğulu,Neslihan Atagül,Yunus Emre Yıldırımer,hayriye ersöz,sadullah celen,"emre dündar,murat uncuoglu,cem yildiz",Drama,Romantic,ata türkoğlu,20,1.0,2013
90.0,1/1/2013 0:00,Star TV,1,20 Dakika,ay yapım,İlker Aksum,Tuba Büyüküstün,Firat Celik,"kerem deren, pınar bulut",ali bilgin,"engin arslan,mayki murat basaran",Action & Adventure,Drama,kerem çatay,20,0.0,2013
120.0,4/13/2013,TRT 1,2,Osmanlı Tokadı,duka film,Uğur Çavuşoğlu,Alper Kul,İsmail Hacıoğlu,"resul ertas,necati sahin",mustafa sevki dogan,"engin arslan,mayki murat basaran",Comedy,No second genre,"inci gulen,ozkan ipek,sevda kaygisiz",20,0.0,2013
110.0,3/26/2013 0:00,FOX,2,Bir Aşk Hikayesi,mf yapım,Seçkin Özdemir,Damla Sönmez,Yamaç Telli,"makbule kosif, funda çetin, pınar uysal, zehra güleray",barış yöş,gökhan kırdar,Drama,Romantic,"faruk bayhan, fatih aksoy",20,1.0,2013
